"","cntry","happy","sclmeet","inprdsc","health","ctrlife","etfruit","eatveg","dosprt","cgtsmok","alcfreq","height","weighta","fltdpr","flteeff","slprl","wrhpp","fltlnl","enjlf","fltsd","hltprhc","hltprhb","hltprdi","gndr","paccnois"
"18963","HR",7,6,0,3,4,5,5,1,1,2,196,83,2,2,2,3,2,3,1,0,0,0,1,0
"18964","HR",9,3,2,3,9,3,3,0,6,7,170,81,1,1,1,3,1,3,1,0,0,0,2,0
"18965","HR",9,7,NA,1,6,4,4,5,4,7,187,76,1,1,1,3,1,3,1,0,0,0,1,0
"18966","HR",9,7,3,1,8,2,2,7,1,6,164,61,1,1,1,3,1,3,2,0,0,0,2,0
"18967","HR",8,5,2,2,6,2,1,2,6,4,161,75,2,2,2,3,2,3,2,0,0,0,2,0
"18968","HR",7,7,3,3,6,3,4,0,6,7,176,91,2,3,2,3,1,3,2,0,1,0,1,0
"18969","HR",8,7,2,3,10,3,2,0,6,1,172,114,1,2,3,3,1,2,1,1,1,0,1,0
"18970","HR",7,6,0,3,6,5,5,2,6,3,194,110,1,1,1,3,1,NA,1,0,0,1,1,0
"18971","HR",10,7,1,4,0,2,2,0,6,7,185,95,1,NA,2,4,1,4,1,0,0,0,1,0
"18972","HR",8,5,1,4,7,4,3,0,5,7,168,80,2,3,2,2,3,2,3,1,0,0,2,0
"18973","HR",8,3,4,2,10,5,4,0,4,7,165,80,2,1,1,2,1,1,2,1,0,0,2,0
"18974","HR",8,7,1,1,7,4,4,1,1,6,165,60,1,2,1,3,1,3,1,0,0,0,2,0
"18975","HR",7,7,2,2,5,4,1,7,6,5,165,85,2,2,3,3,3,3,3,0,1,0,2,0
"18976","HR",9,5,4,1,9,4,5,2,6,3,178,96,2,3,2,3,1,3,2,0,0,0,1,0
"18977","HR",9,6,1,2,9,3,3,2,5,3,172,77,1,3,3,3,2,3,2,0,0,0,1,0
"18978","HR",10,5,4,2,10,6,2,0,6,1,168,86,2,1,1,4,1,4,1,0,0,0,1,0
"18979","HR",7,3,3,2,8,5,3,7,4,3,173,85,2,2,1,3,1,3,2,0,0,0,1,0
"18980","HR",8,6,0,1,7,5,5,3,1,7,176,60,1,2,2,3,2,3,1,0,0,0,1,0
"18981","HR",10,6,3,1,7,2,2,7,6,1,165,80,1,2,1,3,1,4,2,0,0,0,2,0
"18982","HR",5,2,0,3,5,5,5,0,5,7,165,67,2,3,2,2,4,2,2,0,0,0,1,0
"18983","HR",9,6,1,4,8,1,1,3,6,4,166,54,1,2,2,4,1,3,1,0,0,0,2,0
"18984","HR",3,4,0,2,5,5,4,1,5,7,186,120,NA,2,2,NA,3,2,2,0,0,0,1,0
"18985","HR",9,7,4,1,8,1,1,7,4,6,165,58,2,2,1,3,1,3,1,0,0,0,2,0
"18986","HR",2,6,2,4,2,4,3,0,6,7,170,70,2,1,2,4,1,3,1,1,1,0,2,0
"18987","HR",7,6,5,1,7,4,4,2,1,3,166,65,1,1,1,3,1,4,1,0,0,0,2,0
"18988","HR",9,5,3,2,6,4,5,1,4,4,179,85,1,3,2,3,1,3,1,0,0,0,1,1
"18989","HR",8,7,1,3,8,3,3,0,4,7,172,88,2,3,1,3,1,3,1,0,0,0,1,0
"18990","HR",7,7,1,3,10,3,3,0,4,2,177,98,1,2,2,3,1,3,1,1,1,1,1,0
"18991","HR",7,7,4,3,8,2,4,7,5,6,164,81,2,3,4,2,2,3,2,1,1,0,2,0
"18992","HR",8,7,3,3,10,4,4,0,4,1,177,94,1,1,1,3,1,3,1,1,1,0,1,0
"18993","HR",10,4,3,1,9,4,3,7,4,7,160,70,1,2,3,4,1,3,2,0,0,0,2,0
"18994","HR",7,6,1,3,6,5,4,3,1,2,177,80,1,1,2,3,1,2,1,1,0,0,1,0
"18995","HR",10,4,1,3,8,6,3,7,1,1,160,58,3,3,3,3,1,3,2,0,0,0,2,1
"18996","HR",6,3,1,3,6,3,3,7,6,7,164,77,2,2,3,3,1,3,2,0,0,0,2,0
"18997","HR",7,4,2,3,7,3,3,5,6,6,161,58,2,2,2,4,2,3,2,1,0,0,2,0
"18998","HR",5,3,1,4,7,2,3,7,3,6,174,92,2,2,2,3,1,2,2,1,1,1,1,0
"18999","HR",10,6,3,1,6,3,3,1,6,7,163,58,1,1,1,4,1,4,1,0,0,0,2,1
"19000","HR",5,1,1,4,1,2,2,0,6,7,165,45,3,4,4,2,3,2,3,0,0,0,2,0
"19001","HR",9,6,3,1,10,3,3,4,6,6,172,63,1,2,1,3,1,3,2,0,0,0,2,0
"19002","HR",3,4,2,1,5,3,3,0,1,5,177,100,3,3,3,2,2,1,3,0,0,0,1,0
"19003","HR",7,6,1,2,7,4,4,7,1,6,188,90,1,1,1,3,1,3,2,0,0,0,1,0
"19004","HR",7,7,2,1,5,4,3,2,1,6,168,75,2,2,2,3,1,3,1,0,0,0,2,0
"19005","HR",10,7,3,1,6,3,3,7,6,7,178,120,1,2,1,3,1,3,1,0,0,0,1,0
"19006","HR",8,6,4,1,10,4,2,0,4,4,167,75,1,1,2,3,1,3,2,0,0,0,2,0
"19007","HR",8,7,NA,1,NA,3,5,5,2,3,166,97,1,1,1,3,2,4,1,0,0,0,1,0
"19008","HR",5,6,2,1,5,3,3,2,1,6,179,80,2,1,3,2,2,3,2,0,0,0,1,0
"19009","HR",7,6,2,1,6,4,5,4,6,6,168,68,2,1,2,3,2,3,2,0,0,0,1,0
"19010","HR",10,6,1,1,10,1,1,7,6,6,167,62,2,3,1,3,1,3,2,0,0,0,2,0
"19011","HR",5,2,2,3,8,4,2,1,4,7,163,82,2,4,3,2,3,2,3,1,1,0,2,0
"19012","HR",7,4,2,1,7,3,4,2,6,7,184,82,1,1,1,3,2,3,1,0,0,0,1,0
"19013","HR",7,6,1,2,7,4,4,3,6,2,183,68,1,1,2,3,1,3,1,0,0,0,1,0
"19014","HR",7,3,4,1,6,2,2,7,6,3,175,84,2,1,1,2,1,2,1,0,0,0,1,0
"19015","HR",9,7,1,1,10,3,3,7,6,7,160,56,2,3,2,3,2,3,2,0,0,0,2,0
"19016","HR",5,5,4,1,9,6,6,7,6,7,185,100,1,1,1,3,1,3,1,0,0,0,1,0
"19017","HR",7,4,0,2,8,3,3,7,4,4,167,74,2,1,1,3,2,3,2,0,0,0,1,0
"19018","HR",0,1,0,4,0,6,5,0,6,7,158,65,4,4,4,1,4,1,4,1,1,0,2,0
"19019","HR",9,6,1,1,7,3,5,0,6,7,171,75,1,1,1,3,1,2,2,0,0,0,1,0
"19020","HR",10,6,1,3,10,3,3,7,6,7,168,80,1,2,2,4,2,4,1,1,0,1,2,0
"19021","HR",8,4,2,1,8,3,3,0,6,7,162,75,2,1,1,3,2,3,2,0,1,0,2,0
"19022","HR",8,7,4,1,8,4,2,3,4,5,166,65,1,1,1,3,1,3,1,0,0,0,2,1
"19023","HR",9,4,3,1,8,4,3,0,5,6,180,92,1,2,1,3,1,3,1,0,0,0,1,0
"19024","HR",3,3,2,2,4,5,4,0,6,5,158,50,2,4,1,3,2,2,2,0,0,0,2,0
"19025","HR",8,6,3,2,7,3,4,5,6,7,180,90,1,2,2,3,1,3,2,0,1,0,2,0
"19026","HR",6,3,2,3,6,2,3,0,6,7,168,70,1,2,2,3,1,1,2,0,0,0,1,0
"19027","HR",7,6,2,4,9,3,3,1,6,7,171,95,1,2,2,3,1,3,1,0,0,0,1,0
"19028","HR",10,6,4,1,10,2,2,7,6,7,180,70,1,1,1,3,2,3,2,0,0,0,2,0
"19029","HR",6,6,4,3,5,3,3,7,4,7,162,98,2,2,3,3,1,3,2,0,1,0,2,0
"19030","HR",7,7,3,1,7,4,3,5,2,7,173,62,2,2,2,3,1,3,2,0,0,0,2,0
"19031","HR",5,5,3,3,8,1,2,3,6,7,168,65,2,4,1,4,2,1,2,0,1,0,2,0
"19032","HR",8,6,2,4,8,3,3,0,5,4,182,84,2,2,3,2,2,2,2,0,1,0,1,0
"19033","HR",8,2,0,3,9,5,4,0,2,7,164,78,1,2,1,4,1,3,1,0,1,1,2,0
"19034","HR",8,7,4,2,7,5,3,2,6,7,183,106,2,2,2,3,2,3,2,0,1,0,1,0
"19035","HR",8,7,2,1,8,2,4,5,6,6,172,66,1,1,1,3,1,3,1,0,0,0,2,0
"19036","HR",4,1,1,2,6,4,3,7,6,7,165,53,2,2,2,3,1,2,2,0,0,0,2,0
"19037","HR",9,5,3,2,4,3,3,0,6,6,170,64,1,1,2,4,1,4,1,0,0,0,2,0
"19038","HR",9,6,1,1,10,5,4,0,2,7,180,83,1,2,1,3,2,3,1,0,0,0,1,0
"19039","HR",9,3,3,1,8,5,5,6,4,5,194,88,1,1,1,4,1,4,1,0,0,0,1,0
"19040","HR",7,5,1,3,5,3,3,0,6,7,168,85,2,2,2,3,1,2,2,0,1,0,2,0
"19041","HR",4,4,1,1,10,6,3,0,6,6,180,80,2,2,1,3,1,3,1,0,0,0,1,0
"19042","HR",6,5,3,3,6,3,3,7,5,7,170,80,2,2,1,3,1,3,1,0,1,0,1,0
"19043","HR",7,5,4,1,7,3,4,3,6,3,183,83,2,1,3,3,2,3,2,0,0,0,1,0
"19044","HR",4,5,1,4,5,3,4,0,1,7,182,91,3,3,3,2,3,2,3,1,1,0,1,0
"19045","HR",9,6,2,2,10,3,3,4,4,3,170,70,1,2,2,3,2,4,1,0,0,0,1,0
"19046","HR",8,4,4,2,8,3,2,0,4,1,178,95,1,1,1,3,1,3,1,0,0,1,1,0
"19047","HR",4,5,0,4,4,4,3,0,6,7,162,80,2,3,2,2,1,2,2,0,0,0,2,0
"19048","HR",9,6,2,1,8,4,4,7,6,6,177,67,1,1,1,4,1,4,1,0,0,0,2,0
"19049","HR",10,7,3,1,10,3,3,7,1,6,168,80,1,2,3,4,2,4,1,1,0,0,2,0
"19050","HR",5,6,2,2,10,2,2,7,6,7,185,89,2,2,1,4,1,4,1,0,0,0,1,0
"19051","HR",10,6,1,1,10,5,4,2,4,5,180,78,1,2,1,4,1,3,1,0,0,0,1,0
"19052","HR",10,6,2,1,10,4,4,4,6,6,183,110,1,1,1,4,1,3,1,0,0,0,1,0
"19053","HR",8,4,3,3,9,3,3,1,6,4,173,90,1,2,1,4,1,4,1,0,0,0,1,0
"19054","HR",8,4,3,2,8,4,4,0,4,6,168,80,2,2,1,3,1,4,1,0,0,0,2,0
"19055","HR",9,6,3,2,8,3,3,2,2,6,162,65,1,2,2,3,1,3,1,0,1,0,2,0
"19056","HR",9,6,0,1,5,3,1,3,1,6,168,74,1,1,1,4,1,4,2,0,0,0,2,0
"19057","HR",7,6,2,2,9,2,5,6,6,7,165,55,1,1,1,4,1,3,2,0,0,0,2,0
"19058","HR",8,5,2,1,6,5,4,4,6,3,178,78,1,2,1,3,1,3,1,0,0,0,1,0
"19059","HR",8,5,2,3,7,5,5,1,1,3,185,78,2,2,2,3,2,3,1,0,0,0,1,0
"19060","HR",10,3,0,3,10,3,4,0,5,7,160,62,1,2,3,3,1,1,1,0,0,0,2,0
"19061","HR",9,2,1,3,9,3,3,7,6,5,167,63,2,1,1,3,1,3,2,0,0,0,2,0
"19062","HR",8,7,0,3,5,3,2,0,6,7,162,85,1,3,1,3,1,3,1,0,1,0,2,0
"19063","HR",8,4,3,2,9,3,2,0,6,6,172,75,2,2,2,3,1,3,1,0,0,0,2,0
"19064","HR",8,4,0,2,7,3,3,0,6,7,188,98,2,2,2,3,2,3,2,0,1,0,1,0
"19065","HR",8,4,2,2,9,4,3,0,6,7,165,64,1,2,2,4,2,4,2,0,1,0,2,0
"19066","HR",6,5,0,4,7,1,5,0,1,3,185,107,2,1,2,2,2,2,2,1,1,0,1,0
"19067","HR",8,3,2,4,4,6,3,0,4,7,173,105,1,2,3,2,2,2,2,1,1,1,1,0
"19068","HR",6,4,4,1,6,3,3,7,6,7,172,70,1,2,4,3,1,2,2,0,0,0,1,0
"19069","HR",9,7,3,1,9,3,3,5,6,5,168,65,1,1,2,4,1,3,1,0,0,0,2,0
"19070","HR",10,2,2,3,10,4,3,4,6,1,178,90,2,2,2,3,1,2,1,0,0,0,1,0
"19071","HR",10,NA,3,4,2,3,3,4,1,6,182,120,1,1,1,3,1,3,1,1,1,0,1,0
"19072","HR",10,3,3,3,10,2,5,0,6,7,167,108,1,4,4,3,1,3,1,0,1,0,2,0
"19073","HR",6,5,2,2,6,3,4,4,2,4,168,62,1,2,1,3,1,3,1,0,0,0,2,1
"19074","HR",10,7,1,1,8,1,3,7,4,6,178,83,1,2,2,4,2,4,1,0,0,0,1,0
"19075","HR",3,3,1,5,0,3,3,0,6,NA,160,60,3,3,3,1,4,1,4,0,1,0,2,0
"19076","HR",8,4,2,2,8,5,4,0,6,7,158,63,1,1,1,4,1,3,1,0,1,0,2,0
"19077","HR",9,6,3,1,7,4,3,2,1,2,168,73,1,1,1,4,1,4,2,0,0,0,2,0
"19078","HR",8,4,4,1,10,3,3,7,4,6,175,90,1,2,1,3,1,4,1,0,0,0,1,0
"19079","HR",8,6,1,1,10,5,5,0,2,7,168,75,2,1,1,3,1,3,1,0,0,0,2,0
"19080","HR",3,6,2,3,5,2,3,7,2,5,165,48,2,3,1,3,3,3,2,0,0,0,2,0
"19081","HR",9,2,1,2,8,3,4,0,2,7,156,67,1,2,2,4,2,4,2,0,0,0,2,1
"19082","HR",7,6,4,4,5,3,3,5,6,7,173,85,2,2,3,3,3,2,3,0,0,0,1,0
"19083","HR",6,2,2,3,7,3,3,0,6,7,155,60,2,2,2,2,3,3,2,0,1,0,2,0
"19084","HR",7,4,2,2,6,5,4,4,4,4,159,57,1,1,1,2,1,1,2,0,0,0,2,0
"19085","HR",4,4,0,5,2,4,4,0,6,7,168,70,3,3,3,2,4,2,3,0,1,0,2,0
"19086","HR",7,6,3,1,6,4,3,4,6,6,170,63,2,2,1,3,1,2,1,0,0,0,2,0
"19087","HR",7,7,2,3,8,3,2,5,6,7,197,110,2,3,3,2,2,2,2,1,1,0,1,1
"19088","HR",7,3,6,3,7,3,3,7,1,1,175,85,1,2,1,3,1,3,2,0,0,0,1,0
"19089","HR",9,6,4,2,10,4,4,4,6,6,177,65,1,1,1,3,1,3,2,0,0,0,2,0
"19090","HR",10,5,2,3,10,3,4,0,6,7,170,56,1,1,1,4,1,4,1,0,1,1,2,0
"19091","HR",7,6,2,3,3,4,4,3,6,7,170,63,2,2,1,3,1,3,1,0,0,0,2,0
"19092","HR",5,7,3,2,10,6,4,1,1,1,185,86,1,2,2,3,1,3,1,0,0,0,1,0
"19093","HR",8,5,1,1,10,3,3,6,4,7,175,80,1,1,1,4,1,4,1,0,0,0,1,0
"19094","HR",10,3,1,1,10,6,5,0,6,7,170,62,1,1,1,4,1,4,1,0,0,0,2,0
"19095","HR",8,4,1,2,9,2,3,5,1,1,181,100,1,1,2,3,2,3,1,0,1,0,1,0
"19096","HR",9,5,3,1,10,3,3,5,6,5,173,59,1,1,1,4,1,4,1,0,0,0,2,0
"19097","HR",8,6,1,1,7,5,5,7,6,7,178,95,1,1,1,3,2,3,1,0,0,0,1,0
"19098","HR",8,4,2,3,8,2,3,3,3,2,170,82,2,1,1,3,1,2,2,0,1,0,1,0
"19099","HR",6,7,2,3,5,4,5,1,6,7,167,65,2,2,2,2,2,2,2,0,0,0,2,0
"19100","HR",8,6,4,2,8,3,3,5,6,3,167,67,1,2,2,3,1,3,1,0,0,0,2,0
"19101","HR",8,6,4,3,2,4,2,0,6,2,170,80,2,2,4,3,1,3,2,1,0,0,2,0
"19102","HR",10,6,3,2,9,4,3,4,2,7,162,65,1,1,1,4,2,4,1,0,0,0,2,0
"19103","HR",5,4,3,4,8,2,3,5,6,2,167,61,2,1,3,2,1,2,2,0,0,0,2,0
"19104","HR",10,6,4,1,4,3,3,4,6,6,180,70,1,1,1,4,1,4,1,0,0,0,2,0
"19105","HR",8,4,4,2,7,5,6,0,6,4,187,68,2,1,1,3,1,3,2,0,0,0,1,1
"19106","HR",10,7,6,2,10,2,1,0,6,7,167,70,2,1,1,3,1,2,2,0,0,0,2,0
"19107","HR",9,6,3,2,8,5,5,7,2,4,177,90,1,1,1,3,1,3,1,0,0,0,1,0
"19108","HR",8,5,1,2,8,5,5,0,1,7,185,90,1,2,2,3,1,3,2,0,0,1,1,0
"19109","HR",5,5,2,3,6,3,3,7,6,6,163,60,1,1,1,3,1,2,2,0,0,0,2,0
"19110","HR",5,6,0,3,4,4,4,3,1,7,164,58,1,1,2,NA,2,NA,1,0,0,0,2,0
"19111","HR",7,5,3,1,6,3,4,5,6,6,186,90,2,1,1,3,2,3,2,0,0,0,1,0
"19112","HR",9,5,0,3,10,3,3,7,2,1,183,105,2,3,1,4,1,3,1,0,1,0,1,0
"19113","HR",7,7,3,2,3,1,2,7,2,3,168,77,2,3,3,2,2,2,2,0,1,0,2,0
"19114","HR",8,5,4,1,7,3,2,7,4,4,164,58,1,1,1,3,2,3,2,0,0,0,2,0
"19115","HR",9,4,5,4,8,3,3,0,6,7,160,85,1,3,2,3,2,3,2,1,1,1,2,0
"19116","HR",4,2,3,4,8,1,3,0,6,7,171,73,2,2,3,3,3,2,2,1,1,0,1,0
"19117","HR",10,4,3,3,10,3,3,0,6,7,178,87,1,1,2,3,1,3,1,0,0,0,1,0
"19118","HR",7,6,3,2,10,2,3,3,2,4,168,87,2,2,2,3,1,4,1,0,1,0,2,0
"19119","HR",7,6,4,2,5,4,4,7,6,1,188,112,1,2,1,3,1,3,1,0,0,1,1,0
"19120","HR",5,4,2,4,8,4,3,7,4,5,172,70,1,3,3,2,3,2,3,0,0,0,2,0
"19121","HR",4,2,2,2,5,6,5,2,6,1,179,110,2,2,1,3,1,3,2,0,1,0,1,0
"19122","HR",8,7,1,3,10,3,4,3,6,7,167,86,3,3,3,2,3,2,3,1,1,1,2,0
"19123","HR",10,7,2,1,10,2,4,7,3,6,188,82,2,1,2,3,2,4,2,0,0,0,1,0
"19124","HR",10,7,1,1,10,2,4,7,6,7,177,62,1,3,1,4,1,3,1,0,0,0,2,0
"19125","HR",10,7,6,1,8,3,2,7,4,3,188,90,1,2,2,4,1,4,1,0,0,0,1,0
"19126","HR",7,3,1,4,8,4,3,7,1,7,175,80,2,3,1,3,1,2,2,0,0,0,1,0
"19127","HR",8,6,3,1,8,4,3,2,5,4,180,98,1,2,1,4,1,4,1,0,0,0,1,0
"19128","HR",8,5,3,3,9,3,3,2,6,7,168,64,1,1,1,3,1,3,1,1,1,0,2,0
"19129","HR",8,7,2,1,10,2,3,0,1,7,167,80,1,1,1,4,1,3,2,0,0,0,2,0
"19130","HR",8,6,3,2,7,3,3,5,6,6,155,65,1,1,1,4,1,4,1,0,0,0,2,0
"19131","HR",7,6,2,1,4,3,3,3,3,7,169,55,1,1,1,3,2,3,2,0,0,0,2,0
"19132","HR",8,4,2,2,9,4,3,5,4,2,182,96,1,2,1,3,1,3,1,0,1,0,1,0
"19133","HR",9,6,2,1,9,2,3,3,6,6,170,64,1,2,1,4,1,4,1,0,0,0,2,0
"19134","HR",5,5,1,2,5,3,3,5,6,7,155,52,2,2,2,3,2,2,2,0,0,0,2,0
"19135","HR",5,4,2,5,7,2,1,0,4,6,156,61,3,2,3,2,3,1,2,0,1,0,2,0
"19136","HR",8,7,3,2,9,3,3,7,1,2,180,78,1,1,1,3,1,4,1,0,0,0,1,0
"19137","HR",8,6,5,1,8,4,4,5,6,6,189,78,1,1,1,3,3,3,1,0,0,0,1,0
"19138","HR",5,4,3,1,10,5,3,7,1,2,183,96,1,1,1,3,1,3,1,0,0,0,1,0
"19139","HR",7,4,4,2,8,1,3,0,6,3,168,72,1,2,1,3,1,4,1,0,0,0,2,0
"19140","HR",10,5,2,1,8,4,3,1,6,6,170,72,2,1,1,3,2,3,2,1,0,0,2,0
"19141","HR",8,5,1,2,9,3,3,6,4,4,180,82,1,2,1,3,1,3,1,0,0,0,1,0
"19142","HR",10,6,4,3,10,2,2,7,6,4,173,67,1,1,1,3,1,3,1,0,0,0,1,0
"19143","HR",10,7,3,1,10,6,6,5,6,6,175,100,1,3,2,3,1,3,2,0,0,0,2,0
"19144","HR",10,7,5,1,10,4,4,4,6,4,182,82,1,1,1,4,1,4,1,0,0,0,1,0
"19145","HR",9,7,2,4,10,3,3,2,4,7,183,90,1,3,2,3,1,3,2,1,1,0,1,0
"19146","HR",8,7,2,2,8,3,3,7,1,6,168,64,1,1,2,3,1,3,1,0,0,0,2,0
"19147","HR",6,5,1,3,7,3,3,7,6,6,174,93,2,2,2,3,1,3,2,0,1,0,1,0
"19148","HR",7,5,1,1,8,3,3,2,4,7,168,55,1,1,1,3,2,2,1,0,0,0,2,0
"19149","HR",7,3,2,3,8,3,4,7,6,7,168,82,1,1,2,3,2,3,1,1,1,0,2,0
"19150","HR",9,6,3,1,9,3,4,6,2,7,170,70,1,1,1,4,2,3,1,0,0,0,2,0
"19151","HR",7,6,3,2,9,5,3,7,5,7,178,81,1,2,1,3,1,3,2,0,0,0,1,0
"19152","HR",3,2,1,4,1,5,4,0,6,7,150,55,2,4,2,2,3,2,3,1,0,0,2,0
"19153","HR",8,6,5,1,8,2,3,7,4,2,180,120,1,1,1,3,1,3,2,0,0,0,1,0
"19154","HR",10,4,0,2,10,1,3,7,6,4,165,76,2,2,2,2,1,2,2,0,0,0,2,0
"19155","HR",8,7,3,1,7,4,3,3,1,3,160,51,1,2,1,3,1,4,1,0,0,0,2,0
"19156","HR",7,6,0,1,6,3,3,1,1,6,162,56,1,1,2,3,1,3,2,0,0,0,2,0
"19157","HR",10,5,1,1,9,3,3,0,6,7,168,85,1,2,2,4,1,3,1,0,0,0,2,0
"19158","HR",9,4,2,1,10,3,4,1,6,6,162,90,1,1,1,4,1,4,1,0,1,0,2,0
"19159","HR",9,5,4,1,7,3,4,2,6,6,165,74,1,2,1,3,1,3,1,0,1,0,2,0
"19160","HR",8,7,0,1,7,4,5,1,1,4,197,110,1,1,1,3,2,3,1,0,0,0,1,0
"19161","HR",9,2,4,1,8,1,1,7,6,7,160,64,2,2,2,3,1,3,2,0,0,0,2,0
"19162","HR",5,5,3,2,7,4,3,0,4,1,167,85,1,1,1,3,1,2,1,0,1,1,1,1
"19163","HR",8,7,4,1,8,3,4,1,6,3,177,64,1,1,1,4,1,4,1,0,0,0,1,0
"19164","HR",9,7,2,2,9,3,4,2,6,7,172,68,1,1,1,3,1,3,1,0,0,0,2,0
"19165","HR",6,3,1,2,6,4,4,1,1,6,158,76,1,1,2,3,2,3,2,0,0,0,2,0
"19166","HR",10,5,1,2,10,6,3,7,1,6,150,69,1,1,3,3,1,3,1,0,0,0,2,0
"19167","HR",8,7,2,1,7,2,4,3,1,5,176,73,1,1,1,3,1,3,1,0,0,0,2,0
"19168","HR",10,2,2,4,5,3,3,7,4,7,174,102,2,4,3,3,2,4,1,1,1,0,1,0
"19169","HR",9,5,2,3,5,3,4,7,6,7,168,70,1,2,1,4,1,4,1,0,0,0,2,0
"19170","HR",9,7,4,4,5,4,2,3,4,7,165,100,2,2,3,3,1,3,2,0,0,0,2,0
"19171","HR",2,2,1,4,4,4,3,0,5,7,160,62,3,3,3,2,3,2,3,0,0,0,2,0
"19172","HR",5,5,0,1,8,4,4,7,4,3,180,89,1,1,1,3,2,3,1,0,0,0,1,0
"19173","HR",8,6,1,1,10,3,3,0,2,7,170,78,1,1,1,4,2,3,1,0,0,0,2,0
"19174","HR",10,5,1,1,9,6,6,0,3,6,186,93,2,2,3,2,1,2,2,0,0,0,1,0
"19175","HR",7,6,2,1,6,3,3,4,6,7,185,83,1,1,1,3,1,3,2,0,0,0,1,0
"19176","HR",10,5,2,1,10,2,4,7,6,6,178,95,1,1,1,3,1,3,1,0,0,0,1,0
"19177","HR",9,6,3,2,9,3,3,4,1,2,180,88,1,1,2,3,1,4,2,1,0,0,1,0
"19178","HR",8,7,2,2,7,3,3,0,6,3,186,100,1,1,2,3,1,3,1,0,1,0,1,0
"19179","HR",5,6,2,2,6,3,5,0,5,6,183,92,2,2,1,3,2,3,2,0,0,0,1,0
"19180","HR",9,4,3,4,8,6,7,0,4,6,170,70,2,2,2,3,2,3,2,0,0,1,2,0
"19181","HR",5,5,1,2,7,4,5,7,1,7,178,80,2,1,2,3,2,3,2,0,0,0,1,0
"19182","HR",8,7,3,1,7,4,2,1,1,6,163,57,2,3,1,3,1,2,2,0,0,0,2,0
"19183","HR",2,2,1,NA,1,4,3,0,4,7,160,69,2,4,3,2,3,2,3,1,0,1,1,0
"19184","HR",9,6,3,1,10,4,4,6,2,7,167,59,1,1,1,4,2,3,1,0,0,0,2,0
"19185","HR",7,4,3,3,7,3,3,0,6,7,170,87,2,1,2,2,1,2,1,0,1,0,1,0
"19186","HR",6,4,2,3,10,3,3,0,6,7,160,70,1,2,2,3,2,2,1,0,0,0,2,0
"19187","HR",10,6,2,1,9,4,3,5,6,5,166,57,1,1,1,4,1,4,2,0,0,0,2,0
"19188","HR",10,7,3,3,8,1,2,0,6,7,159,68,2,2,1,1,2,1,2,1,0,1,2,0
"19189","HR",8,6,2,1,8,2,3,7,6,7,178,80,1,1,1,4,1,4,1,0,0,0,2,0
"19190","HR",9,5,1,3,9,3,3,0,6,6,163,62,1,2,2,3,1,3,1,0,0,0,2,0
"19191","HR",9,5,4,2,3,3,3,0,6,2,174,74,1,1,1,4,1,3,1,1,0,0,1,0
"19192","HR",4,6,4,3,6,3,3,7,4,2,186,96,1,2,2,3,1,3,1,0,1,0,1,0
"19193","HR",3,5,4,4,7,3,3,0,6,6,150,63,4,3,3,1,1,1,4,0,1,0,2,0
"19194","HR",10,7,1,1,10,3,2,2,6,6,176,80,1,1,1,4,1,4,1,0,0,0,1,0
"19195","HR",5,5,2,3,7,5,5,2,4,6,160,83,2,3,3,3,3,3,2,0,0,0,2,0
"19196","HR",9,4,2,2,8,3,3,2,6,3,157,67,2,2,2,3,1,3,2,0,0,0,2,0
"19197","HR",8,3,3,1,8,3,3,3,4,5,180,65,2,2,2,3,2,3,2,0,0,0,2,0
"19198","HR",8,6,4,2,10,4,3,0,1,3,169,74,1,2,1,3,1,3,1,0,1,0,1,0
"19199","HR",7,5,1,4,8,3,3,2,6,5,160,80,2,2,2,3,2,3,2,1,1,0,2,0
"19200","HR",8,6,1,1,9,3,3,5,6,7,166,76,1,2,1,3,1,3,1,0,0,0,2,0
"19201","HR",8,4,1,3,7,3,3,0,6,7,165,70,1,2,1,3,1,3,1,0,0,0,2,0
"19202","HR",7,7,2,1,7,3,4,5,5,6,169,62,1,2,2,3,1,3,2,0,0,0,2,0
"19203","HR",10,7,3,2,4,4,4,7,6,7,170,95,1,1,1,3,1,3,1,0,0,0,1,0
"19204","HR",8,2,4,2,7,4,3,2,1,6,177,77,1,2,2,3,2,2,2,0,0,0,2,1
"19205","HR",5,1,0,4,1,3,4,0,1,7,170,95,2,3,2,2,2,2,2,0,1,0,2,0
"19206","HR",7,6,3,2,8,3,3,0,2,3,165,95,1,1,2,3,1,3,1,0,0,0,2,0
"19207","HR",5,6,4,1,8,6,3,0,6,5,161,54,1,1,1,4,1,4,1,0,0,0,2,0
"19208","HR",5,4,0,4,7,3,5,7,1,6,164,69,2,2,4,2,1,3,2,0,0,0,2,0
"19209","HR",7,5,1,3,5,4,4,2,6,5,160,70,1,2,2,3,2,3,2,0,1,0,2,0
"19210","HR",10,4,1,3,6,5,4,1,6,7,163,63,2,2,3,3,2,3,2,0,0,0,2,0
"19211","HR",5,6,4,1,5,4,6,7,4,5,184,95,1,1,1,3,1,3,1,0,0,0,1,0
"19212","HR",5,6,4,1,3,3,3,7,1,7,178,77,1,2,2,2,1,2,1,0,0,0,1,0
"19213","HR",8,4,4,3,10,2,3,4,3,6,172,75,2,1,2,2,1,2,2,1,1,0,2,1
"19214","HR",8,3,4,1,8,3,4,0,2,6,168,88,1,1,1,4,1,3,1,0,1,0,2,0
